市场,证券代码,证券简称,一级行业,二级行业,行业全路径,企业所有制性质,资产总计_2022,营业收入_2022,归母净利润_2023,利息支出_2023,资产总计_2023,EBI_A_2023,FirmSize_2022,MarketShare_2022_二级行业,HHI_2022_二级行业,AssetTurnover_2022,WorkingCapitalRatio_2022,FixedAssetsRatio_2022,FinancialLeverage_2022,CurrentRatio_2022,CapexRatio_2022,Revenue Growth Rate
CSI,600519.SH,贵州茅台,日常消费,食品饮料,日常消费--食品饮料--饮料--白酒与葡萄酒,地方国有企业,"254,364,804,995.25","105,604,025,237.77","74,734,071,550.75","-1,789,503,701.48","272,699,660,092.25",0.267490,26.262035,0.086572,0.105461,0.414513,0.658683,0.086297,0.194210,4.414725,0.020862,16.1943
CSI,601012.SH,隆基绿能,工业,电气设备,工业--电气设备--电气设备Ⅲ--光伏设备,民营企业,"139,555,593,046.86","128,341,778,947.84","10,751,425,556.38","-1,831,913,032.17","163,969,201,409.91",0.054397,25.661729,0.099178,0.108841,1.081727,0.217028,0.218612,0.553910,1.500378,0.035883,60.0474
CSI,000858.SZ,五粮液,日常消费,食品饮料,日常消费--食品饮料--饮料--白酒与葡萄酒,地方国有企业,"152,714,727,880.22","63,219,838,327.50","30,210,585,269.30","-2,473,170,676.27","165,432,981,684.75",0.167666,25.751837,0.051826,0.105461,0.438516,0.666646,0.059486,0.235934,3.847010,0.011659,12.0535
CSI,000651.SZ,格力电器,可选消费,家电Ⅱ,可选消费--家电Ⅱ--家电Ⅲ--家用电器,公众企业,"355,024,758,878.82","187,376,139,297.28","29,017,387,604.18","-3,526,521,851.75","368,053,902,576.37",0.069259,26.595453,0.211055,0.285332,0.555499,0.109198,0.112039,0.713045,1.179173,0.017002,-0.6370
CSI,601136.SH,首创证券,金融,非银金融,金融--非银金融--资本市场--投资银行业与经纪业,地方国有企业,"39,820,575,000.00",,"701,039,000.00",,"43,201,455,000.00",,24.407650,,0.507776,,,0.002246,0.695865,,0.002741,
CSI,000001.SZ,平安银行,金融,银行,金融--银行--商业银行--多元化银行,公众企业,"5,321,514,000,000.00","178,168,000,000.00","46,455,000,000.00",,"5,587,116,000,000.00",,29.302779,0.170520,0.130858,0.034789,,0.002083,0.918316,,0.000666,6.2174
CSI,600000.SH,浦发银行,金融,银行,金融--银行--商业银行--多元化银行,地方国有企业,"8,704,651,000,000.00","186,563,000,000.00","36,702,000,000.00",,"9,007,247,000,000.00",,29.794879,0.178555,0.130858,0.022155,,0.004872,0.918805,,0.000919,-1.2779
CSI,601166.SH,兴业银行,金融,银行,金融--银行--商业银行--多元化银行,地方国有企业,"9,266,671,000,000.00","220,096,000,000.00","77,116,000,000.00",,"10,158,326,000,000.00",,29.857445,0.210649,0.130858,0.024633,,0.003361,0.918277,,0.000638,0.4872
CSI,601229.SH,上海银行,金融,银行,金融--银行--商业银行--区域性银行,地方国有企业,"2,878,524,759,000.00","52,548,497,000.00","22,544,789,000.00",,"3,085,516,473,000.00",,28.688299,0.050293,0.130858,0.018999,,0.003504,0.922999,,0.000239,-5.5303
CSI,600015.SH,华夏银行,金融,银行,金融--银行--商业银行--多元化银行,地方国有企业,"3,900,167,000,000.00","92,755,000,000.00","26,363,000,000.00",,"4,254,766,000,000.00",,28.992040,0.088774,0.130858,0.024485,,0.006982,0.917100,,0.005629,-2.2005
CSI,601169.SH,北京银行,金融,银行,金融--银行--商业银行--区域性银行,地方国有企业,"3,387,952,000,000.00","65,493,000,000.00","25,624,000,000.00",,"3,748,679,000,000.00",,28.851247,0.062682,0.130858,0.020318,,0.005338,0.908317,,0.000396,-0.0076
CSI,601009.SH,南京银行,金融,银行,金融--银行--商业银行--区域性银行,地方国有企业,"2,059,483,739,000.00","44,048,930,000.00","18,502,084,000.00",,"2,288,275,916,000.00",,28.353476,0.042158,0.130858,0.023132,,0.004550,0.923428,,0.000388,8.8844
CSI,601825.SH,沪农商行,金融,银行,金融--银行--商业银行--区域性银行,地方国有企业,"1,281,399,121,000.00","25,358,668,000.00","12,141,958,000.00",,"1,392,213,700,000.00",,27.878974,0.024270,0.130858,0.020788,,0.005019,0.917500,,0.000548,6.1026
CSI,600919.SH,江苏银行,金融,银行,金融--银行--商业银行--区域性银行,地方国有企业,"2,980,294,692,000.00","69,773,759,000.00","28,750,352,000.00",,"3,403,361,837,000.00",,28.723043,0.066779,0.130858,0.024923,,0.002370,0.927715,,0.000285,10.6912
CSI,002142.SZ,宁波银行,金融,银行,金融--银行--商业银行--区域性银行,公众企业,"2,366,097,000,000.00","57,412,000,000.00","25,535,000,000.00",,"2,711,662,000,000.00",,28.492263,0.054948,0.130858,0.026205,,0.003681,0.928775,,0.001214,9.6465
CSI,600926.SH,杭州银行,金融,银行,金融--银行--商业银行--区域性银行,公众企业,"1,616,538,051,000.00","32,611,614,000.00","14,383,367,000.00",,"1,841,330,802,000.00",,28.111308,0.031212,0.130858,0.021690,,0.001986,0.939022,,0.000785,12.0785
CSI,601838.SH,成都银行,金融,银行,金融--银行--商业银行--区域性银行,地方国有企业,"917,650,305,000.00","20,019,709,000.00","11,671,118,000.00",,"1,091,243,069,000.00",,27.545082,0.019160,0.130858,0.023748,,0.001377,0.933061,,0.000144,13.0215
