市场,证券代码,证券简称,一级行业,二级行业,行业全路径,企业所有制性质,资产总计_2024,营业收入_2024,归母净利润_2025,利息支出_2025,资产总计_2025,EBI_A_2025,FirmSize_2024,MarketShare_2024_二级行业,HHI_2024_二级行业,AssetTurnover_2024,WorkingCapitalRatio_2024,FixedAssetsRatio_2024,FinancialLeverage_2024,CurrentRatio_2024,CapexRatio_2024
H,3330.HK,灵宝黄金,材料,有色金属,材料--有色金属--贵金属--黄金,民营企业,"7,215,144,000.00","11,866,628,000.00","1,543,153,000.00","134,764,000.00","10,834,082,000.00",0.154874,22.699448,0.008126,0.221330,1.689044,-0.002290,0.375463,0.562284,0.994539,0.085340
H,3332.HK,中生联合,日常消费,家庭用品,日常消费--家庭用品--美容护理Ⅲ--美容护理Ⅳ,民营企业,"505,557,000.00","747,898,000.00","24,665,000.00","3,720,000.00","603,463,000.00",0.047037,20.041171,0.059194,0.396222,1.479556,0.431587,0.159064,0.220472,4.155845,0.015051
H,3347.HK,泰格医药,医疗保健,医药生物,医疗保健--医药生物--生命科学工具和服务Ⅲ--生命科学工具和服务Ⅳ,民营企业,"28,671,015,787.16","6,603,120,162.78","887,890,076.31","90,559,390.82","28,358,795,158.17",0.034503,24.079153,0.012060,0.286802,0.226321,0.092003,0.041820,0.160669,1.720355,0.012436
H,3355.HK,飞速创新,信息技术,硬件设备,信息技术--硬件设备--通信设备Ⅲ--通信设备Ⅳ,民营企业,"3,550,399,000.00","2,611,793,000.00","601,465,000.00","28,123,000.00","3,954,048,000.00",0.159226,21.990326,0.002829,0.348635,0.833132,0.415802,0.336320,0.323812,3.737321,0.205491
H,3625.HK,傅里叶,信息技术,半导体,信息技术--半导体--半导体产品--集成电路,民营企业,"321,427,000.00","355,195,000.00","-59,167,000.00","2,651,000.00","316,874,000.00",-0.178355,19.588281,0.006778,0.276407,1.104611,0.440728,0.045945,0.496393,2.019980,0.006446
H,3636.HK,金浔资源,材料,有色金属,材料--有色金属--其他金属与采矿--铜,民营企业,"1,373,816,000.00","1,769,833,000.00","328,823,000.00","15,395,000.00","2,192,878,000.00",0.156971,21.040858,0.001212,0.221330,1.568560,-0.061379,0.449566,0.610587,0.889584,0.124752
H,3677.HK,正力新能,工业,电气设备,工业--电气设备--电气设备Ⅲ--电气部件与设备,民营企业,"15,594,231,000.00","5,130,317,000.00","808,550,000.00","127,949,000.00","21,155,596,000.00",0.044267,23.470167,0.006240,0.233104,0.345185,-0.049016,0.365786,0.621840,0.882345,0.040087
H,3689.HK,康华医疗,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健提供商与服务--保健护理设施,民营企业,"2,741,535,000.00","2,055,670,000.00","99,591,000.00","15,964,000.00","2,678,899,000.00",0.043135,21.731784,0.003287,0.874431,0.766109,0.086413,0.417170,0.466596,1.271187,0.031728
H,3750.HK,宁德时代,工业,电气设备,工业--电气设备--电气设备Ⅲ--电气部件与设备,民营企业,"786,658,123,000.00","362,012,554,000.00","72,201,282,000.00","2,734,017,000.00","974,827,544,000.00",0.076870,27.391060,0.440308,0.233104,0.481455,0.245304,0.186787,0.652382,1.608411,0.039636
H,3759.HK,康龙化成,医疗保健,医药生物,医疗保健--医药生物--生命科学工具和服务Ⅲ--生命科学工具和服务Ⅳ,民营企业,"23,927,399,000.00","12,275,775,000.00","1,663,899,000.00","192,805,000.00","27,093,783,000.00",0.068529,23.898290,0.022420,0.286802,0.487094,0.141435,0.448893,0.405582,1.801176,0.085285
H,3986.HK,兆易创新,信息技术,半导体,信息技术--半导体--半导体产品--集成电路,民营企业,"19,228,830,000.00","7,355,978,000.00","1,648,022,000.00","22,132,000.00","21,396,582,000.00",0.078057,23.679677,0.140362,0.276407,0.412277,0.525476,0.056659,0.132616,5.335662,0.025952
H,3993.HK,洛阳钼业,材料,有色金属,材料--有色金属--其他金属与采矿--金属非金属,民营企业,"170,236,431,691.82","213,028,664,834.79","20,338,750,797.53","2,630,714,020.64","200,932,364,610.99",0.114314,25.860454,0.145879,0.221330,1.241386,0.198041,0.284762,0.495160,1.741605,0.028791
H,6031.HK,三一重工,工业,机械,工业--机械--机械Ⅲ--建筑机械与重型卡车,民营企业,"152,145,076,000.00","78,383,379,000.00","8,408,057,000.00","568,877,000.00","173,299,138,000.00",0.051800,25.748100,0.084968,0.177102,0.516788,0.248684,0.155683,0.520184,1.594260,0.019312
H,6127.HK,昭衍新药,医疗保健,医药生物,医疗保健--医药生物--生命科学工具和服务Ⅲ--生命科学工具和服务Ⅳ,民营企业,"9,396,152,000.00","2,018,334,000.00","297,841,000.00","1,422,000.00","9,681,908,000.00",0.030910,22.963566,0.003686,0.286802,0.207826,0.417259,0.119802,0.140160,4.530293,0.028670
H,6168.HK,周六福,可选消费,可选消费零售,可选消费--可选消费零售--专营零售--其他专卖店,民营企业,"3,957,571,000.00","5,718,195,000.00","770,296,000.00","10,576,000.00","5,782,987,000.00",0.135029,22.098896,0.041456,0.275644,1.626156,0.498100,0.034496,0.348690,2.481613,0.081917
H,6181.HK,老铺黄金,可选消费,纺织服装Ⅱ,可选消费--纺织服装Ⅱ--纺织服装Ⅲ--服装、服饰与奢侈品,民营企业,"6,336,758,000.00","8,505,560,000.00","4,867,936,000.00","138,852,000.00","21,252,523,000.00",0.235586,22.569633,0.291036,0.540866,2.002414,0.565702,0.017778,0.381336,2.594223,0.011192
H,6185.HK,康希诺生物,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"7,958,132,000.00","824,884,000.00","27,873,000.00","39,607,000.00","7,177,576,000.00",0.009402,22.797460,0.001507,0.286802,0.095490,0.315457,0.331034,0.383037,2.416698,0.057506
H,6189.HK,爱得威建设集团,工业,建筑,工业--建筑--建筑与工程Ⅲ--建筑与工程Ⅳ,民营企业,"57,724,000.00","197,000.00",,,,,17.871184,0.000000,0.215339,0.002604,-12.872912,0.704404,13.190423,0.022447,
H,6600.HK,卧安机器人,信息技术,软件服务,信息技术--软件服务--信息技术服务--信息科技咨询与其它服务,民营企业,"452,532,000.00","609,924,000.00","-24,676,000.00","4,226,000.00","2,165,584,000.00",-0.009443,19.930369,0.006858,0.463939,1.475026,0.371815,0.047955,0.563556,1.842398,0.051336
H,6609.HK,心玮医疗-B,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健设备与用品--医疗保健设备,民营企业,"1,206,249,000.00","277,899,000.00","83,335,000.00","2,062,000.00","1,292,183,000.00",0.066087,20.910781,0.000444,0.874431,0.230862,0.780413,0.043580,0.119379,12.420965,0.004274
H,6613.HK,蓝思科技,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,民营企业,"81,016,047,000.00","69,896,776,000.00","4,017,827,000.00","269,418,000.00","84,338,600,000.00",0.050834,25.117913,0.075705,0.348635,0.882057,0.095137,0.466687,0.397084,1.334167,0.077173
H,6636.HK,极视角,信息技术,软件服务,信息技术--软件服务--信息技术服务--互联网服务与基础架构,民营企业,"470,796,000.00","257,296,000.00","-45,776,000.00","2,386,000.00","486,289,000.00",-0.089227,19.969935,0.002893,0.463939,0.638435,0.533728,0.006300,0.483891,2.264344,0.006419
H,6656.HK,思格新能,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子设备和仪器,民营企业,"1,626,010,000.00","1,329,838,000.00","2,918,832,000.00","23,775,000.00","8,447,914,000.00",0.348324,21.209395,0.001440,0.348635,1.165508,0.267985,0.067886,0.642049,1.438142,0.026777
H,6657.HK,百望股份,工业,企业服务,工业--企业服务--专业服务--数据处理与外包服务,民营企业,"1,215,931,000.00","659,212,000.00","-9,628,000.00","517,000.00","1,137,578,000.00",-0.008009,20.918776,0.030325,0.311987,0.556814,0.547571,0.007061,0.231067,3.380462,0.006353
H,6660.HK,艾美疫苗,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"7,314,321,000.00","1,285,031,000.00","-675,460,000.00","57,843,000.00","6,544,473,000.00",-0.094372,22.713100,0.002347,0.286802,0.176318,-0.096095,0.447658,0.506296,0.772553,0.032577
H,6680.HK,金力永磁,材料,有色金属,材料--有色金属--其他金属与采矿--金属非金属,民营企业,"12,297,310,000.00","6,763,289,000.00","705,607,000.00","84,968,000.00","15,327,157,000.00",0.051580,23.232646,0.004631,0.221330,0.560727,0.293205,0.233988,0.421219,1.882390,0.054898
H,6682.HK,范式智能,信息技术,软件服务,信息技术--软件服务--软件--应用软件,民营企业,"7,587,645,000.00","5,260,650,000.00","-26,266,000.00","1,031,000.00","9,292,829,000.00",-0.002716,22.749787,0.059154,0.463939,0.714039,0.420784,0.004571,0.331691,2.278380,0.003731
